policyNumber,policyTitle,uriPolicyId,ombPolicyId,policyType,policyIssuanceYear,policySunset,reqId,issuingBody,policySection,policySubSection,reqText,verb,Impacted Entity,reqDeadline,citation,Acquisition/Contracts (Keywords),Human Capital (Keywords),Cloud (Keywords),Data Centers (Keywords),Cybersecurity (Keywords),Privacy (Keywords),Shared Services (Keywords),IT Project Management (Keywords),Software (Keywords),Digital Services (Keywords),Mobile (Keywords),Hardware/Government Furnished Equipment (GFE) (Keywords),"IT Transparency (Open Data, FOIA, Public Records, etc.) (Keywords)",Agency Statistics (Keywords),Customer Services (Keywords),Governance (Keywords),Financial Systems (Keywords),Budget (Keywords),Governance - Org Structure (Keywords),Governance - Implementation (Keywords),Data Management/Standards (Keywords),Definitions (Keywords),Reporting (Keywords),Other (Keywords)
6,Managing Information as a Strategic Resource,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a130/a130revised.pdf,A-130,Circular,7/27/2016,None specified,6.314,Office of Management and Budget (OMB),Appendix I,Continuous Monitoring,"[The following is language from OMB Circular A-130, follow link for full document] ; Appendix I ; Continuous Monitoring ; Agencies must develop ISCM and PCM strategies and implement ISCM and PCM activities in accordance with applicable statutes, directives, policies, instructions, regulations, standards, and guidelines.  ",must,All CFO Act Agencies,None specified,None specified,,,,,x,x,,,,,,,,,,,,,,,,,,
6,Managing Information as a Strategic Resource,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a130/a130revised.pdf,A-130,Circular,7/27/2016,None specified,6.315,Office of Management and Budget (OMB),Appendix I,Continuous Monitoring,"[The following is language from OMB Circular A-130, follow link for full document] ; Appendix I ; Continuous Monitoring ; Agencies have the flexibility to develop an overarching ISCM and PCM strategy (e.g., at the agency, bureau, or component level) that addresses all information systems, or continuous monitoring strategies that address each agency information system individually.  The ISCM and PCM strategies must document all available security and privacy controls selected and implemented by agencies, including the frequency of and degree of rigor associated with the monitoring process.  ISCM and PCM strategies, which must be approved by the appropriate agency authorizing official and SAOP, respectively, must also include all common controls inherited by agency information systems.",must,All CFO Act Agencies,None specified,None specified,,,,,x,x,,,,,,,,,,,,,,,,,,
6,Managing Information as a Strategic Resource,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a130/a130revised.pdf,A-130,Circular,7/27/2016,None specified,6.316,Office of Management and Budget (OMB),Appendix I,Critical Infrastructure ,"[The following is language from OMB Circular A-130, follow link for full document] ; Appendix I ; Critical Infrastructure  ; Agencies that operate information systems that are part of the critical infrastructure must conduct a risk assessment to ensure that security controls for those systems are appropriately tailored (including the deployment of additional controls, when necessary), thus providing the required level of protection for critical Federal missions and business operations. In addition, agencies must ensure that the privacy controls assigned to critical infrastructure meet applicable privacy requirements and manage privacy risks.  This includes the continuous monitoring of deployed security and privacy controls in information systems designated as critical infrastructure to determine the ongoing effectiveness of those controls against current threats; improving the effectiveness of those controls, when necessary; managing associated changes to the systems and environments of operation; and satisfying specific protection and compliance requirements in statutes, executive orders, directives, and policies required for critical infrastructure protection.",must,All CFO Act Agencies,None specified,None specified,,,,,x,x,,,,,,,,,,,,,,,,,,
6,Managing Information as a Strategic Resource,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a130/a130revised.pdf,A-130,Circular,7/27/2016,None specified,6.317,Office of Management and Budget (OMB),Appendix I,Encryption,"[The following is language from OMB Circular A-130, follow link for full document] ; Appendix I ; Encryption ; When the assessed risk indicates the need, agencies must encrypt Federal information at rest and in transit unless otherwise protected by alternative physical and logical safeguards implemented at multiple layers, including networks, systems, applications, and data. ",must,All CFO Act Agencies,None specified,None specified,,,,,x,x,,,,,,,,,,,,,,,X,,,
6,Managing Information as a Strategic Resource,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a130/a130revised.pdf,A-130,Circular,7/27/2016,None specified,6.318,Office of Management and Budget (OMB),Appendix I,Encryption,"[The following is language from OMB Circular A-130, follow link for full document] ; Appendix I ; Encryption ; Agencies must apply encryption requirements to Federal information categorized as either moderate or high impact in accordance with FIPS Publication 199 unless encrypting such information is technically unfeasible or would demonstrably affect their ability to carry out their respective mission, functions, or operations.  ",must,All CFO Act Agencies,None specified,None specified,,,,,x,x,,,,,,,,,,,,,,,X,,,
6,Managing Information as a Strategic Resource,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a130/a130revised.pdf,A-130,Circular,7/27/2016,None specified,6.319,Office of Management and Budget (OMB),Appendix I,Encryption,"[The following is language from OMB Circular A-130, follow link for full document] ; Appendix I ; Encryption ; In situations where the use of encryption is technically infeasible, for example, due to an aging legacy system, agencies must initiate the appropriate system or system component upgrade or replacement actions at the earliest opportunity to be able to accommodate such safeguarding technologies.  ",must,All CFO Act Agencies,None specified,None specified,,,,,x,x,,,,,,x,,,,,,,,,,,,
6,Managing Information as a Strategic Resource,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a130/a130revised.pdf,A-130,Circular,7/27/2016,None specified,6.320,Office of Management and Budget (OMB),Appendix I,Encryption,"[The following is language from OMB Circular A-130, follow link for full document] ; Appendix I ; Encryption ; Authorizing officials who choose to operate information systems without the use of required encryption technologies must carefully assess the risk in doing so, and they must receive written approval for the exception from the agency CIO, in consultation with the SAOP (as appropriate).  ",must,All CFO Act Agencies,None specified,None specified,,,,,x,x,,,,,,,,,,x,,,,,X,,,
6,Managing Information as a Strategic Resource,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a130/a130revised.pdf,A-130,Circular,7/27/2016,None specified,6.321,Office of Management and Budget (OMB),Appendix I,Encryption,"[The following is language from OMB Circular A-130, follow link for full document] ; Appendix I ; Encryption ; Only FIPS-validated cryptography is approved for use in Federal information systems covered by this policy.",NA,All CFO Act Agencies,None specified,None specified,,,,,x,x,,,,,,,,,,,,,,,,,,
6,Managing Information as a Strategic Resource,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a130/a130revised.pdf,A-130,Circular,7/27/2016,None specified,6.322,Office of Management and Budget (OMB),Appendix I,Digital Signatures,"[The following is language from OMB Circular A-130, follow link for full document] ; Appendix I ; Digital Signatures ; OMB expects agencies to implement digital signature capabilities in accordance with Federal PKI policy, and NIST standards and guidelines.  For employees and contractors, agencies must require the use of the digital signature capability of Personal Identity Verification (PIV) credentials.  For individuals that fall outside the scope of PIV applicability, agencies should leverage approved Federal PKI credentials when using digital signatures. ",must,All CFO Act Agencies,None specified,None specified,,,,,x,x,,,,,,x,,,,,,,,,,,,
6,Managing Information as a Strategic Resource,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a130/a130revised.pdf,A-130,Circular,7/27/2016,None specified,6.323,Office of Management and Budget (OMB),Appendix I,Identity Assurance  ,"[The following is language from OMB Circular A-130, follow link for full document] ; Appendix I ; Identity Assurance; OMB expects agencies to use a standards-based federated identity management approach that enables security, privacy, ease-of-use, and interoperability among electronic authentication systems",NA,All CFO Act Agencies,None specified,None specified,,,,,x,x,,,x,x,,,,,,,,,,,x,,,
